"age","gender","height_cm","weight_kg","body.fat_.","diastolic","systolic","gripForce","sit.and.bend.forward_cm","sit.ups.counts","broad.jump_cm"
28,"1",176.1,76.7,1,1,2,45.4,19,57,265
24,"1",177.4,73.5,1,1,1,44.5,10.6,60,216
28,"1",180.3,80.1,1,1,0,49.3,17.2,57,220
39,"1",186.9,82.3,1,1,2,42.3,-4.2,37,212
59,"0",154.3,76.1,2,0,0,17.2,4.6,18,91
26,"1",182.5,71.68,0,1,2,55.7,12.9,45,196
32,"0",170.8,71.5,1,1,1,28,21.1,47,144
60,"1",164,64.7,1,1,0,45.2,1.5,24,154
33,"1",179,75.7,1,1,1,41.4,15,50,218
42,"1",176.9,77,1,1,2,46,13.1,51,218
43,"1",174.4,91.4,2,1,2,41.9,0.1,14,153
34,"1",166.5,50.6,0,1,1,37.6,10.5,35,232
27,"0",161.1,58.2,2,1,0,28.3,24.8,26,155
60,"1",154,58.2,1,0,0,27.2,5,11,155
25,"1",169.8,70,1,0,1,43.7,8,49,211
21,"0",163.7,31.9,2,0,0,27.7,24.8,42,149
28,"1",178.4,83.3,0,1,2,52,8.7,46,229
21,"1",169,66.1,0,1,1,41.1,8.1,48,181
46,"1",173,68.3,1,1,0,45.2,4.7,46,211
59,"1",171.8,82,1,1,2,36.2,-13.6,23,175
26,"1",170.7,61.5,0,0,1,36.9,7.4,38,215
22,"1",177.5,82.2,1,1,1,39.3,11.6,55,227
25,"0",159,58.5,1,1,0,32.5,31.5,57,200
25,"1",171.5,73.18,0,0,0,46.4,12.9,47,228
36,"1",172.5,71.8,1,1,1,45,21.4,42,221
61,"1",171.8,83.1,1,1,2,45.5,18.3,38,193
32,"1",175.7,72.2,0,0,0,53.4,18.9,49,270
32,"0",171.7,56,1,1,1,25.8,15.1,21,147
40,"1",176.4,72.4,0,1,2,58.5,10.8,39,241
28,"1",175.1,79.7,1,0,0,34.2,13.8,50,218
63,"0",150.1,68.4,2,1,1,18,0,0,70
57,"0",149.2,62.2,2,1,1,22.3,21.9,10,131
38,"0",154.2,46.3,1,0,0,20.2,16.5,32,120
63,"0",160.3,54.5,1,1,1,24,25.7,20,108
40,"1",173.3,78.3,1,1,1,39.2,8.7,36,190
55,"1",172.3,56.28,1,1,0,30.8,20.5,23,180
45,"0",158.3,55.4,2,1,0,24.1,21,34,165
28,"1",163.4,85.9,1,1,1,36.1,11.3,28,175
25,"1",182.5,79.8,0,1,1,46.8,19.1,49,200
51,"0",155.9,56,2,1,2,28.5,17.4,20,133
46,"1",176.5,70,1,1,2,44.4,16.5,45,224
57,"0",163.5,57.1,2,0,1,23.5,20,22,151
36,"1",178.2,72.3,1,1,1,44.5,10.1,49,219
38,"1",181.3,71.2,0,1,0,46.6,17.2,40,240
27,"1",175.5,63.3,0,1,1,45.5,26.2,50,230
37,"0",161.8,53.8,2,1,1,22.1,20.9,34,149
21,"1",176,87.7,1,1,2,34.4,4.3,61,204
38,"0",168,63.6,1,1,2,27.3,24.5,41,175
60,"1",169.8,67.9,1,1,1,36.3,-7,25,125
24,"1",178.9,90.4,2,1,1,32,2.8,37,176
28,"0",165,61.44,2,1,2,31.9,17.6,41,171
61,"1",165.2,71.6,1,1,2,39.7,7.4,27,168
31,"1",173.3,77.4,1,1,1,49.9,19.5,52,223
31,"1",188.4,92.4,2,1,2,50.1,17.5,45,215
21,"1",165,61.9,1,1,0,35.8,15.3,60,250
38,"1",166.9,67,1,1,1,50.1,15.9,47,226
45,"1",171.5,76.7,1,1,0,50.7,7.4,48,221
56,"0",153.7,50.7,2,0,0,16,15.7,3,155
55,"1",168,65,1,1,1,45.7,16.1,37,188
24,"0",159.9,47.7,2,0,0,16,-10.3,12,129
44,"0",153.8,49.7,1,1,0,29.2,23.6,24,158
38,"0",162.9,49.22,1,1,1,23.8,23.9,36,170
30,"1",166.6,66.08,0,0,0,53.8,17.2,57,221
21,"0",165.1,53.4,1,1,0,25.2,27.4,45,180
36,"1",166.6,64.3,1,1,1,45.7,15.4,43,220
64,"0",158,61.9,2,0,1,24.5,23.5,38,126
47,"1",166.6,59.7,0,1,2,40,16.8,35,185
41,"1",181.6,93.5,1,1,2,56.9,14.2,61,241
24,"1",172,72,1,0,0,56.8,16.5,55,253
22,"0",154,57.08,2,1,1,22,19.1,37,151
23,"0",167.1,67.4,2,1,2,31,26.6,40,155
24,"0",166,64.4,2,1,1,25.1,18.8,42,154
43,"1",177,81.2,1,1,1,51.7,2.5,43,193
53,"0",148.1,48,1,1,1,23.8,23.5,29,143
42,"0",160.5,73.7,2,1,2,26.7,-1.9,15,137
25,"0",158.9,45.6,1,1,1,26,11.1,31,168
61,"0",157.9,54,1,1,2,30.1,27.2,11,154
60,"0",157.5,47.4,1,1,1,20.4,20.9,13,147
22,"1",179.7,72.2,0,1,0,50.5,26,61,285
24,"0",162.9,49.6,1,1,0,22.6,28.8,42,162
36,"1",171.1,69.5,0,1,1,44,18.3,57,225
27,"0",166.6,70,1,1,2,37.9,22,56,205
46,"1",176.1,75.2,1,1,0,49.6,18.5,40,233
22,"0",166.5,63.6,1,1,1,29.8,14.3,45,198
24,"1",171.2,64.9,1,1,1,43.7,21.3,44,208
25,"0",163.9,55.9,1,0,0,23.7,26.1,31,105
63,"1",165.7,74.7,1,1,2,42.8,20.1,27,184
63,"0",161,60.9,1,0,1,16.9,19.8,16,146
64,"1",171.4,75,1,1,1,46.8,12.8,33,180
22,"1",184.6,90.6,0,0,1,47.9,19.5,56,247
57,"1",162.3,61,1,1,2,41.3,11,32,188
30,"1",178.7,83.6,1,0,1,47,15.9,54,246
26,"1",179.5,95,2,1,1,45.7,11.8,33,207
22,"1",175.7,71.4,0,0,1,49.6,11.3,60,269
32,"1",179,82.2,1,1,2,48.6,28.7,57,250
24,"1",181.3,77.2,1,0,1,46.4,14.3,48,220
24,"0",164.7,56.2,1,1,0,35.3,17.9,51,196
41,"0",164.5,61,2,1,1,26.8,9.4,29,148
24,"0",162.9,55.2,2,0,1,24.4,2,25,135
37,"1",181,76.1,0,0,1,47.1,15.3,40,217
24,"1",182.5,79.6,0,1,2,51.5,18.6,64,223
58,"1",174.1,71.96,1,1,1,43,-5.4,15,118
29,"1",171.6,84.5,1,1,2,48.1,6.2,51,232
24,"1",177,76.7,1,0,0,33.1,-3.5,40,236
36,"0",160.9,67.9,2,1,0,23.6,-3.8,13,146
64,"1",169.8,69.2,1,0,1,53.2,27.1,51,214
35,"1",165,82.7,1,1,1,46,17,40,197
25,"0",167,61.3,2,0,0,28.5,-6.5,22,169
64,"0",162.8,74.2,2,1,2,27.6,20.3,15,117
38,"1",172.2,79.2,1,1,2,47.7,21.9,51,220
30,"1",167,69.9,1,1,2,45,17.5,64,235
29,"1",168,73.5,1,1,2,50.2,24.4,62,246
55,"1",162.4,63.9,1,1,1,44.3,23.9,35,211
21,"1",181.2,95.4,1,1,2,47.6,17.2,28,212
62,"0",167,69.8,2,1,1,32.3,3.6,13,93
30,"1",170,50.3,0,1,2,39.9,5.3,39,225
23,"0",165.8,66,1,0,0,39.5,23.6,58,195
22,"1",179.9,74.1,1,1,1,36.1,13.1,21,212
22,"1",167,76.1,1,0,0,43.4,12.9,45,227
25,"1",172.6,63.9,1,1,1,44.1,17.7,51,255
51,"1",164,83.9,2,1,2,40.4,5.7,32,196
60,"1",166.1,72.7,1,1,0,40.9,17.3,38,180
25,"1",171.7,73.5,1,1,1,38.8,24,47,240
27,"1",178.5,81.3,1,1,0,41.2,-4.3,61,195
28,"1",167.8,66.5,1,0,1,45,21,57,235
30,"1",178,81.1,1,1,2,50.6,14.7,48,225
24,"0",176.8,62.2,2,1,1,26.8,14.4,12,173
36,"1",181.4,88.9,1,1,2,59.1,23.2,65,265
25,"1",175,79.2,1,0,1,45.6,9.2,61,205
64,"0",155.8,45.4,1,0,0,19.4,16.7,13,118
27,"1",178.6,70.5,1,1,2,44.3,22.7,52,216
38,"1",174.2,81.2,1,1,1,48.8,15.6,54,239
26,"0",162,50.4,2,1,0,27,17.4,43,162
21,"1",184.7,80.2,1,0,1,38.1,1.6,36,240
61,"1",169.5,75.6,1,1,1,26.8,0.9,25,193
61,"1",168.4,75.5,2,1,0,32,7.9,22,140
24,"1",174.5,67.1,0,1,2,36.6,17.1,48,242
25,"1",181,77.9,0,1,1,50.5,23.7,65,255
29,"1",172.8,71.5,1,1,2,49.7,15,58,266
60,"1",157.1,47,1,1,2,31.1,15.8,36,173
50,"1",180.2,85.3,1,1,2,47.8,15,64,210
58,"0",160.1,64.6,2,1,2,20.5,21.5,20,134
21,"0",164.9,57.1,2,0,0,32.7,18.9,27,117
34,"1",173.4,70.04,1,0,0,42.4,13.6,51,224
31,"1",177.7,74,0,0,1,56.4,24.2,57,222
28,"0",167.8,61.6,1,1,1,30.5,25.3,51,177
64,"0",156.8,58.8,2,1,2,20.9,9.9,0,82
34,"1",180.3,74.9,1,1,2,42.7,-13.9,31,214
58,"1",175,81.9,1,1,2,45.3,10.1,32,197
22,"1",178.1,73.6,1,1,2,50,26.1,59,242
48,"1",176.5,66.1,0,1,1,39.3,14.1,33,204
60,"0",162.8,54.4,1,1,1,26,25,33,95
30,"1",174.3,77.86,1,1,1,49.5,12.4,55,213
47,"1",168,63.2,0,1,0,33.6,10.7,36,210
27,"0",154.3,57.6,2,1,1,25.9,22.4,58,163
24,"0",169.3,60.9,1,1,0,31.6,18.2,39,183
62,"0",148.3,51.8,1,1,1,20.9,22.6,34,131
30,"1",176.1,84.2,0,1,2,60.8,22.6,46,237
23,"1",174.9,70.1,0,1,1,40.4,18.3,62,222
58,"0",147.6,45.4,2,0,0,22.4,16.5,12,158
27,"1",180,71.4,0,1,0,60.5,17.1,59,223
51,"1",168.2,67.6,1,1,2,33.1,12,46,187
28,"1",178.8,87.1,1,1,1,41.1,-11.5,50,198
25,"1",172.2,60,0,1,2,61,15.2,55,230
22,"1",179.6,62.8,1,1,1,41.4,12.9,44,201
36,"1",177.1,80,1,1,1,40.8,15,44,237
23,"0",161.1,66.3,2,1,2,29.4,20,51,170
47,"0",160,59.6,2,1,2,21.4,15.5,26,155
53,"1",163.9,70.8,1,1,1,45.7,19.9,44,208
39,"0",164.9,60.6,1,0,0,27.3,31.6,37,177
58,"1",164.2,63.7,1,1,1,31.8,12.4,52,193
57,"0",154.5,57.8,2,0,0,23.8,19.2,26,140
27,"1",171,69.3,1,1,1,47.4,17.1,56,216
34,"1",172.8,73.1,1,1,1,51.5,10.1,46,223
53,"1",159.5,70.2,1,1,1,42.1,16.3,57,186
49,"0",151.4,55.7,2,1,1,28.3,22.3,32,140
55,"1",164.2,62,1,1,1,41.3,18.5,40,200
25,"1",173.9,69.1,1,1,1,45.3,18.2,61,218
53,"0",159.9,61.9,2,1,1,26.6,15.8,10,101
26,"0",158.8,44.5,1,1,0,24.3,20,24,147
23,"1",167.4,61.54,0,1,2,59.1,28.1,67,247
25,"1",164.8,67,1,1,1,43,1.1,56,187
31,"0",165.4,62.9,1,0,0,30.5,24.7,56,179
30,"0",158.6,54.2,1,1,0,35.6,24.8,55,171
28,"0",168.8,60.1,1,1,1,32.9,20.5,38,171
23,"1",180.2,77.5,0,1,2,48,18.1,63,246
56,"0",156,51.1,1,1,0,20.7,23,23,0
21,"1",179,62.5,0,1,0,26,6.8,52,173
63,"1",167.7,78.5,1,1,2,43.1,17.8,33,194
26,"1",173,65.6,0,1,0,45.4,6.4,52,220
21,"1",168.2,72.6,1,1,1,35.6,2,55,234
39,"0",161.5,50.5,1,0,0,24.2,15.1,24,125
55,"0",162,57.8,2,1,2,21.9,21.3,21,141
47,"1",169.6,70.2,1,1,2,38,21.1,38,218
60,"1",162,55.86,1,1,2,35.8,9.5,31,173
24,"0",148.2,44.7,1,0,0,19.6,14.9,32,138
32,"1",175,80.3,1,0,0,54.2,16.5,45,179
58,"1",168.7,69.4,1,1,2,38.6,13,36,191
28,"1",173,67.9,1,1,2,44.2,22.3,53,232
47,"1",169.4,83,1,1,2,51.1,13.8,45,201
61,"1",171.4,76.5,2,1,2,39.3,9.5,25,189
33,"0",162.2,51.8,1,0,0,25.2,19.8,24,155
60,"0",160.6,60.2,2,1,2,25.8,18.2,30,131
64,"1",172.1,70.6,1,1,1,41.6,3,39,215
27,"1",176.5,74.6,0,1,1,36.2,16.1,50,168
21,"0",165.3,51.1,1,0,0,25.9,27.1,44,192
52,"1",175.8,60.9,1,1,0,43.3,-9,32,215
24,"1",169.4,67.3,1,1,2,48,14.2,58,219
35,"0",171.1,63.1,1,0,0,31.3,25.9,48,167
39,"1",172.7,71,1,1,1,45.3,16.9,34,201
43,"1",179,86.7,1,1,1,51.9,-10.4,49,172
58,"0",154.7,51,1,0,0,25.9,23.2,20,141
24,"1",176.5,82.3,0,1,2,60.8,28.3,50,240
55,"1",176.6,62.4,0,1,1,40.9,13.2,46,190
50,"1",172.9,92.9,2,1,2,47.8,0.4,34,191
31,"1",178.2,87.8,2,1,2,26.7,18.4,24,123
52,"0",156.6,58.4,1,1,2,28.9,22.1,33,150
25,"1",171.9,64.9,0,0,1,45.4,20.8,57,234
21,"0",167.3,76.1,2,1,0,32.5,14,44,162
62,"0",163,57,2,1,2,25.2,22.5,20,108
30,"1",173.3,79.1,1,1,1,56.9,15,60,236
28,"1",173.8,73.6,1,1,0,51.3,9.9,51,245
26,"0",158.4,60.4,2,1,2,33.8,13.2,35,162
30,"1",167.1,76.92,1,1,2,36.9,14.9,41,217
43,"1",169.4,69.7,1,1,2,38.5,15,41,222
25,"1",182.7,84.2,1,1,2,43.5,19,56,126
31,"1",178.6,64.1,1,0,0,34.7,14.4,58,228
31,"1",175.9,68.8,0,1,2,56.9,15,41,230
28,"1",174.2,62.64,0,0,1,41.9,7.3,44,225
24,"0",164,57,1,1,0,25.2,27.7,45,180
38,"1",178.3,79.2,1,1,1,37.4,-11.6,28,188
24,"1",177.8,70.1,0,0,1,49.9,20.5,59,238
36,"1",169.4,66.5,1,0,0,39.4,10.4,46,182
48,"0",158.1,62.3,2,1,2,27,26.5,40,163
40,"1",173.3,74.9,1,1,2,48.9,19.8,36,215
25,"1",183.2,66.6,0,0,1,48,19.2,53,234
24,"1",167.4,55.8,0,1,1,31.3,15.6,45,238
51,"0",159,69.6,2,1,1,27.7,15.5,10,127
54,"1",171.1,68.58,1,1,1,40.9,11.8,48,196
25,"0",157.2,58.1,2,1,1,20.6,15.8,43,193
38,"0",166.5,58.2,1,0,1,33.3,20.9,40,162
61,"1",172.8,70.6,1,1,1,48.1,15.8,26,175
37,"0",168.5,73.7,2,0,1,33.1,16.6,40,169
22,"1",179.5,63.4,0,0,0,36.5,0.8,45,214
25,"0",164.4,55.5,2,1,1,24.4,23.5,50,165
59,"0",156,54.1,2,1,1,20,21.5,22,90
49,"1",166,66.5,1,1,2,48.2,9.2,53,192
32,"1",171.5,68.1,1,1,1,40.9,18.1,50,232
59,"1",163.7,66.4,1,1,2,25.1,16.6,30,166
22,"0",165.5,53.7,1,1,2,20.1,12,34,183
29,"1",168,65.2,0,1,0,49.6,26.9,54,252
63,"1",168.9,81.1,1,1,1,31.5,8.9,20,151
50,"1",175.8,73.5,0,1,2,49,14,63,243
26,"1",165.9,66.1,1,1,1,42.1,18.6,47,228
37,"1",175.8,80.74,2,1,1,41,13.2,38,193
22,"0",169.3,53.4,1,1,1,28.2,22.5,47,168
25,"1",171.9,75.7,1,1,1,52.2,17.4,59,244
60,"1",173.2,58.6,1,1,1,36.5,11.2,33,151
25,"1",176.4,84.7,1,1,1,57.5,10.2,51,228
50,"0",156.2,48.6,1,1,2,24.3,15.1,16,158
59,"1",167.5,80.2,1,1,1,41.3,7.3,25,199
35,"1",168.9,63.6,1,1,0,38.9,18.2,54,227
24,"0",168.3,61.3,1,1,0,30.1,35.2,39,182
57,"1",172.1,72.8,2,1,2,34.7,-1.7,8,134
59,"1",167.8,82.7,1,1,2,46.6,5.2,30,172
22,"0",161.5,54.7,1,0,0,23.4,19.9,36,205
21,"0",164.4,50,1,1,1,23.6,12.9,56,185
27,"0",164.1,48.9,1,1,1,22.7,20.8,41,163
23,"0",165.8,56.7,1,1,0,39.8,27.4,52,200
30,"0",172.8,68.7,1,1,1,33.1,32.2,36,165
27,"0",162.2,55.8,1,0,0,28.9,28.2,48,169
37,"0",154.5,55.9,2,0,2,17.2,19.2,25,150
47,"0",154.3,53.7,1,1,1,23.8,29.3,33,152
58,"0",164.4,60.9,2,1,1,27.1,23.8,8,109
41,"1",169.5,65.3,1,1,2,38.8,6.8,38,185
54,"0",159.6,55.94,2,0,0,23.3,15,13,149
23,"0",172.3,64.3,1,1,0,29.6,15.2,46,177
42,"1",173.7,72.4,1,1,1,40.9,8.3,47,217
26,"0",156.2,64,1,0,0,39.1,24.6,26,170
30,"1",180.7,78.6,0,0,2,50.3,12.6,57,230
28,"1",166.5,62.3,1,1,1,34.6,19.4,52,189
29,"0",155.2,49.64,1,1,1,22.3,20.4,32,161
62,"1",164.6,56.4,0,1,1,35.9,14,37,187
22,"1",183.4,88.5,1,1,2,46.5,13.2,57,243
22,"0",164.4,57.7,1,1,0,31.3,21.2,43,180
27,"0",161,53.9,2,0,2,18.8,23.5,30,158
53,"0",162.3,57,2,1,1,27,21.5,13,160
34,"1",170.1,73.2,1,1,2,37.6,14.3,52,219
41,"1",178,84.2,1,1,1,45.7,23.4,35,255
62,"0",161.6,50.5,1,1,2,27.1,21.5,14,107
48,"0",157.4,54.1,1,1,1,31.9,25.9,34,147
43,"0",156.4,47.2,1,1,1,26.8,18.7,36,167
55,"0",157,64.9,1,1,2,29.7,17.5,31,154
22,"1",168,66.3,1,1,1,43.1,8.9,32,200
26,"0",162.2,64.8,2,0,1,29.1,17.6,39,160
44,"1",169.2,80.8,2,1,2,45.3,12.4,43,185
25,"1",167.8,64.4,1,1,0,38.5,12.6,45,221
34,"1",174.9,72.9,1,1,1,38.9,4.9,53,214
63,"0",163,55,2,1,2,22.3,21.9,15,124
29,"1",171.2,73,1,0,0,39.9,19.6,44,211
30,"1",170.8,72,1,1,0,48.6,19.1,52,238
57,"0",157.3,57.04,2,1,1,23.8,18.1,7,139
25,"1",175.2,83.9,1,1,1,47.3,22.7,48,246
24,"0",156.9,57,1,0,2,27.8,22.4,47,205
25,"1",181.1,81.5,1,1,1,50.9,20.8,65,250
24,"0",160.2,52.7,1,0,0,28.8,13.2,51,181
27,"1",173.1,68.4,1,1,0,36.2,12.2,44,240
22,"1",174.1,61,0,1,1,37.2,17.2,51,248
30,"1",182.7,78.3,0,1,1,46,24.7,48,247
31,"1",166.1,64.1,1,1,2,43.1,2.8,52,210
21,"0",161.6,56.2,2,1,1,27,19.2,50,182
25,"0",160,57.4,1,1,1,34.9,31,51,200
59,"0",145.5,53.8,2,1,2,21,1.8,2,107
61,"1",165.2,70.7,1,1,0,33.3,12.7,30,165
27,"1",179.6,80.9,1,1,2,49.9,15,63,229
31,"1",170,70.6,1,1,1,47.5,16,48,220
35,"1",176.9,81.5,1,1,1,50.5,20.6,39,210
40,"0",155,57.4,2,1,0,28.1,18,35,111
28,"0",160.9,63.6,2,1,1,27.7,22.1,52,179
40,"0",160.9,48.9,1,0,0,25.2,11.8,25,168
31,"1",176,69.1,1,1,1,53.3,14.9,56,237
23,"0",166,58.38,1,1,0,29,29.4,58,194
21,"0",159.9,53.1,1,1,0,25.5,27.3,39,122
59,"1",175.1,75.08,1,1,1,55.5,12.5,47,220
21,"1",171.5,65.5,1,0,0,44.2,24,56,250
30,"1",175.4,82.8,1,1,1,56.7,22.5,58,259
26,"0",161,62.8,2,1,2,25.4,30.4,26,170
35,"0",163.8,63.5,1,0,0,36.1,22.6,48,205
64,"1",169,69.8,1,1,1,38.7,9.2,31,169
43,"1",176.6,59.6,0,1,1,43.6,20.6,41,229
36,"0",160.5,53.6,1,0,1,26.7,27.1,37,155
22,"0",157.7,50.2,1,0,0,25.1,24.1,42,185
21,"1",182,77.3,0,0,1,47.9,17.1,57,262
24,"1",175,77.2,1,1,2,43.8,19.3,52,222
25,"1",161.3,59.7,1,0,0,39,-4.5,42,151
53,"0",158.3,51.3,1,1,1,21.2,18.7,30,135
30,"0",170.3,61.2,1,0,0,36.2,24.1,50,181
59,"1",173.3,67.5,1,1,2,37.9,11.5,36,190
51,"1",170.4,67.4,1,1,1,45.4,26.1,35,197
21,"0",169.3,58.8,1,0,0,30.1,18.9,46,182
38,"1",179.4,78.2,1,1,1,44.8,11,42,225
27,"1",176.2,65.1,0,0,0,43.7,19.1,58,214
38,"1",174.8,68,1,1,1,41.6,16.7,47,220
21,"0",160.8,49.4,1,1,0,22,22.1,37,177
23,"1",184.5,70.5,1,0,0,39,10.9,37,181
39,"1",162.4,69.8,1,1,1,36.7,18.6,68,196
26,"1",174.4,67.9,1,1,0,33.3,-1,38,198
27,"0",160.6,62,2,0,1,33.8,21.9,42,161
25,"1",172,66,0,1,0,39.8,17,52,197
21,"1",177,70,1,1,1,38.9,19.3,49,222
55,"1",170.2,63,1,0,0,40.1,11.9,31,180
21,"1",163.3,70.4,2,1,2,31.5,19,50,219
40,"0",160.4,78.1,2,1,0,34.3,18,41,170
24,"1",170.7,62.84,0,1,0,34,24.2,53,248
48,"1",169.3,88.9,2,1,2,40.3,2.1,31,159
31,"1",169.4,78.4,2,1,1,37.7,14.3,38,151
24,"0",155.4,51,1,0,0,37.5,19,40,155
49,"0",160.8,57,2,1,1,24.2,2.6,12,134
46,"1",173.9,72.5,1,1,2,52.1,13.8,42,219
52,"1",175,65.1,1,1,2,41.7,15,34,214
62,"0",154,63.1,2,0,1,22.3,3.9,0,70
51,"1",168.6,77.8,1,1,2,45.9,24,43,210
34,"0",162.7,53.3,1,1,0,24.8,19.1,42,158
34,"0",156,64.4,2,1,1,27.2,21.4,18,150
21,"1",182.1,91.7,1,1,1,45.4,10.6,62,194
39,"0",165,68.6,2,0,0,33.1,16.9,14,94
21,"0",154.4,51.2,2,0,0,22,16.4,26,130
48,"1",163.8,70.6,1,1,2,50.9,14.6,37,198
44,"1",170,76.7,1,1,2,38.3,1.5,36,194
62,"1",171.9,70.2,1,1,2,41.8,19.4,30,196
60,"0",157.6,57.2,2,1,1,23.2,17.4,17,110
35,"1",185.7,94,1,1,2,42.1,3.7,33,168
26,"1",175.7,69.8,1,1,1,46.2,12.8,41,238
24,"0",161.8,50.7,1,1,0,24.7,20.2,40,169
29,"0",156.1,50,1,0,0,24.3,23.9,49,194
24,"0",153.7,54.72,2,1,1,27.2,28.8,39,148
27,"1",173.7,71.3,0,1,1,48.8,15.7,51,261
27,"1",183.7,81.8,1,0,0,44.7,20.2,57,230
39,"1",176.6,95.8,2,1,2,37.3,15.5,29,215
34,"1",176.3,83.3,1,1,1,48.1,12.1,50,220
22,"1",171.1,77.5,0,1,0,56.6,9.2,54,230
27,"1",175.1,68.4,1,0,0,52.1,22.9,49,250
40,"0",156.6,59.1,2,1,2,32.9,24.1,58,172
54,"1",172.1,75.2,1,1,2,44.6,12.8,34,189
21,"0",168.3,56.9,1,0,0,20.7,14.2,34,153
21,"1",166,55.9,1,1,2,40.2,20.1,48,173
25,"1",183.8,68.3,0,1,1,44.5,10,53,244
34,"1",171.2,85,1,1,2,54.3,14.9,50,226
39,"1",175,78.2,1,1,2,56.4,14.1,47,238
62,"1",159.1,56.9,1,1,1,34,15,35,170
21,"1",165.2,62.9,1,1,1,35.6,23.2,58,230
61,"1",168.3,66.3,1,1,2,38.8,16.9,35,192
54,"1",160.6,71.3,2,1,1,41.9,9.5,33,183
49,"1",172.1,67.7,1,1,2,43.3,14.2,34,232
64,"0",155.8,52.2,1,1,2,23.6,24.7,1,113
22,"1",165.6,63.1,1,1,1,27.4,11.9,57,240
45,"1",165.5,62.6,1,1,2,41.5,16.3,30,215
32,"1",177.1,66.6,0,1,1,56.1,23.6,53,234
50,"1",177.8,69.9,1,1,1,35.8,10.3,37,205
28,"0",164,53.2,1,0,0,27.3,14.9,37,193
46,"1",171.5,72.2,1,1,0,48.8,12,49,209
58,"0",159.5,64.6,1,1,1,32.8,19.9,29,139
30,"1",178.1,70.1,1,1,2,42.4,18.3,50,213
48,"0",161.3,58.3,2,0,1,24,21.9,22,180
47,"1",170,79.2,1,1,2,42.8,7.5,35,200
28,"0",157.1,52.5,1,1,1,25,21.6,42,165
54,"0",156.6,54.5,2,1,1,20.8,19.8,26,145
64,"1",168.6,69.34,1,1,1,37.4,13.7,27,160
40,"1",174.4,70.2,1,1,2,48.5,15.2,44,215
45,"0",153.4,33.7,1,1,1,6.7,11.5,8,0
25,"0",159.6,51.8,1,1,1,29.4,21.5,45,193
45,"1",176,79.2,1,1,2,36.8,2.2,28,212
22,"0",165.7,53,1,1,2,30.6,22.3,40,197
27,"1",177.2,81.9,1,1,2,53.6,17.3,56,222
25,"1",178.9,71.4,0,0,0,44.8,16,51,243
45,"1",167.3,65.6,1,1,2,48.3,20.5,62,202
31,"1",178.5,80.4,0,1,1,40.7,28.8,57,240
23,"1",174,78.1,1,0,1,43.3,19.1,43,212
26,"1",177.3,81.2,1,1,2,45.4,16.3,55,226
61,"0",153,64.6,2,1,2,14,20.6,0,0
30,"1",176.3,85.4,1,1,2,45.5,17,24,210
50,"0",158.8,50.7,2,0,0,11.3,12,26,119
30,"1",177.3,70.6,0,1,1,61.1,17.9,48,229
33,"1",170.4,79.2,1,1,1,51.4,16.4,52,224
55,"0",149.4,49.9,2,0,0,20.3,19.9,16,114
28,"1",174.4,69,1,1,1,39.4,15.2,47,196
48,"0",153.8,53.7,2,1,0,22.6,5.3,28,143
44,"1",173.4,72.6,1,0,1,44.3,18.2,50,222
21,"1",179.5,79.5,0,1,1,46,11.8,45,246
22,"1",174.2,85.9,2,1,1,38.9,14.2,35,222
47,"1",172.3,70.7,2,1,2,40.2,-9.6,36,188
40,"1",165.9,73.8,0,1,1,51.9,26,55,212
22,"0",163.9,53.7,1,0,0,30.4,23,52,193
31,"1",182,81,1,1,1,34.7,1.4,30,203
26,"1",172.9,72.7,0,0,1,48.9,13.3,57,217
30,"1",170.7,71.9,1,1,1,48.8,16.6,60,233
23,"1",170.6,90.2,2,1,1,30.4,8,45,161
25,"1",173,79.1,1,1,2,54.6,12.5,46,210
40,"1",172.3,73,1,1,1,46.6,18.1,50,242
40,"1",175.7,70.8,0,1,1,35.8,14.6,43,211
25,"0",170.1,62.1,2,1,0,29.5,19.8,42,193
56,"0",158.7,57,2,1,1,24.1,17.6,17,142
63,"0",162.3,55.8,2,0,0,20.8,24.8,7,125
26,"1",174.9,86.2,1,1,1,48.5,7.6,42,191
21,"0",155.7,51,1,0,0,24.4,16.2,34,164
62,"1",181.4,80.2,1,1,2,31.6,1,18,127
21,"1",172.9,74,1,1,2,49.2,16.4,57,248
26,"1",167.6,71.6,1,0,1,48.2,23.3,51,230
44,"1",165,57.1,1,1,0,40.3,11,24,211
31,"1",171,75.8,1,1,1,67.1,19.6,57,243
26,"1",176.8,67.3,1,1,1,42.9,13.5,49,224
36,"1",180.5,78.9,1,1,2,47.5,8,51,212
23,"0",163.9,59.14,1,1,0,32.6,24.5,49,210
55,"1",177.5,79.8,2,1,1,46.3,6.3,24,168
61,"1",178.2,83.1,1,1,2,45.4,13.1,40,178
47,"1",155,60.6,1,0,1,41.8,12.7,48,178
45,"1",173.4,72,1,1,2,47.5,17.4,47,231
30,"0",167,52.1,1,0,0,21.1,-1.4,39,140
64,"0",154.4,48.2,1,0,2,23.2,8.8,30,160
21,"1",177.5,74.1,1,1,1,34.7,8.2,42,202
21,"0",166.2,55.7,1,0,0,29.8,25.1,52,183
27,"1",169,68.1,0,1,2,39.7,13.6,49,279
24,"0",166.8,53.5,1,1,0,24.3,23.6,43,158
39,"0",158.8,47,1,1,1,24.9,17.9,34,159
